x,y
42.13624173213324,51.922231902188955
37.476614406941664,94.30016735027095
74.28320756918467,54.426931434450886
53.14206943983459,11.055197309968811
91.64193409352251,28.70149003099378
33.22067843961211,89.0268987117249
32.50047946516253,3.93623281649097
62.8787244864706,76.9196964064147
57.552597798106305,67.8037475872014
23.98928833123798,63.84921506724043
86.92439752746826,58.65735381356166
47.522034302468974,88.56667479858245
96.10602992663232,14.619892132981239
51.57010978911255,16.68453891795717
20.574921651876988,58.74803313723933
74.3263239437958,7.34670889194029
19.02473924936926,90.04079177362188
77.82349655454426,45.7954396376022
5.575970592498047,25.826738220245883
63.53974846692657,78.30271319667403
78.38216344882774,32.68433749368577
53.54904542931311,25.531473794769965
68.96115285332839,93.77502687815333
26.94053917492448,28.06176238320558
23.68247746434662,28.742371179824765
57.059159133562964,85.8131561324826
3.9419611128276633,81.31691176609264
87.44854283920289,21.810843052077434
75.87000128013592,76.9624199132626
65.28133560193362,5.3772654954459265
25.828388337767915,3.8362286368395226
67.34730282768064,48.97431776402292
95.38751957028279,14.594628228199358
97.98184422148026,73.73538115799013
64.35474874650357,46.6782800594939
29.025980940082718,79.44951817121438
23.96645044026564,97.34851451812251
15.90459754688045,99.6763732854911
90.47995800213882,98.09192632605979
1.2429407717979402,85.59344370602648
19.71371938490233,30.320252072927733
67.24429437035101,81.19211962854305
17.96825385255991,39.41272413704142
83.21238203743117,7.323951284519248
58.44895271199068,16.40414115574935
3.417683635182911,87.07888765826883
31.45737412240518,34.61528325579531
87.78213589083778,57.841786213067124
52.19225790817552,16.67665246235208
16.36958452260504,40.71418030980097
23.390833994324133,39.938579004966
84.88491745411693,96.33504043379601
9.727552543029127,84.48103292288125
59.84894317994216,48.65078450804376
91.58664765958808,76.14711548843528
78.52705605835195,4.794578035111419
62.89720118681399,23.890960381425984
26.31939265473432,32.78152732406174
26.25180412357939,65.85415522973389
83.88368852577176,12.455970658841819
11.557089022760291,26.17076657281895
83.31051247562912,30.5073368970217
95.31061963486295,0.6679188472250241
1.038109491114636,17.882011515238084
30.691462336766186,38.25637062773492
92.29906370997526,26.574365399508583
12.479621240586647,66.39288373166079
65.93380643932026,64.38777714052303
3.2925352184501877,83.2537623399281
17.651796782719675,84.54221492997264
37.50547809645566,94.48047561237705
66.14794750530537,54.841314033018485
71.10452563765719,3.1949972990003683
42.184839212215905,4.4167656210176816
11.520792881956243,29.960283706275014
82.08142587028692,8.29180333041214
63.179813856074496,80.16801269369455
64.36303207067914,58.27080447212787
46.76827726283482,12.315870935036555
60.72710486595352,28.777040874494354
63.13436792068754,87.19164387383613
33.3200157038457,63.39123339104561
31.670394925356838,77.37061845230963
54.981574894911525,42.87731711511277
87.65520162250712,0.05279205552162214
74.76121342542044,17.654941425371785
81.20586960623099,57.995761454456385
55.321253165265325,79.4178693263885
2.420342035039713,92.67412024053033
47.58823474438677,9.065663163214433
40.40832789930945,97.35011111342709
26.871350109788427,56.48130918306439
56.849687655640714,39.509311153313234
30.124477969068263,20.794560449671586
47.02184352810757,96.86381527254541
50.38851873817539,22.53033432272661
68.57269734928177,79.58107283360775
19.59116518551426,59.455242789742215
58.24139627132278,50.728090184788286
48.73188466080438,83.39813891495169
